business_id,full_address,city,review_count,name,longitude,state,stars,latitude
VsO_rhXi5lgbaGxNwoEZsQ,"905 N 4th StPhoenix, AZ 85004",Phoenix,90,Fate 905,-112.0686108,AZ,3.0,33.4577071
Y293fHh5SZ0_9BZm4M6BCg,"125 E Adams StPhoenix, AZ 85004",Phoenix,57,Matador Restaurant,-112.0722653,AZ,3.0,33.4492272
IceZ4BtTz76eppjNWm-c6A,"1030 NW Grand AvePhoenix, AZ 85007",Phoenix,59,Paisley Violin,-112.086757,AZ,3.5,33.4549264
QsvRjgQacMMFf8dit7qqDw,"823 S Central AvePhoenix, AZ 85004",Phoenix,8,New Garden Restaurant,-112.0736473,AZ,3.5,33.4392182
LXhL5X3edNRy7epku6UAEw,"3 S 2nd StSte 205Phoenix, AZ 85004",Phoenix,7,Paradise Bakery,-112.0706,AZ,4.0,33.44742
-lOSaCuBRAvX5JBifx-EMw,"455 N 3rd StPhoenix, AZ 85004",Phoenix,105,Mi Amigo's Mexican Grill,-112.0693177,AZ,3.0,33.4527955
XI-_Y2XRw03mozGx0Z90Gw,"50 N Central AvePhoenix, AZ 85004",Phoenix,22,Baja Fresh Mexican Grill,-112.0740069,AZ,3.5,33.4492227
qsWxbgQwuomXvMseg23DGg,"455 N 3rd StPhoenix, AZ 85004",Phoenix,83,Hooters,-112.0691194,AZ,2.5,33.4526031
DlCtdbceo4YNSI53cCL2lg,"1418 N Central AvePhoenix, AZ 85004",Phoenix,221,The Old Spaghetti Factory,-112.074153,AZ,3.0,33.46425
kR5i58Pcse1FD9tk-yYLlA,"541 E Van Buren StPhoenix, AZ 85004",Phoenix,22,Crave Sandwich Cafe & Catering,-112.066333,AZ,3.5,33.450875
2I666dqzs1XB6xigIKa9bA,"2 N Central AvePhoenix, AZ 85004",Phoenix,63,Tom's Tavern & 1929 Grill,-112.074802052,AZ,3.0,33.448424817
yExYqENb4F6qH6kJxTOaSQ,"333 E Jefferson StSte 102Phoenix, AZ 85004",Phoenix,19,Karim's Cobbler Shop & Deli,-112.069320679,AZ,3.5,33.4456825256
DaTYEiYkO-ioG9ZyJrCxpQ,"530 E McDowell RdSte 109Phoenix, AZ 85004",Phoenix,13,Starbucks,-112.0657286,AZ,3.5,33.4657117
9BH18avE46LlHMvJn67MaA,"130 N Central AveSte 101Phoenix, AZ 85004",Phoenix,57,The Downtown Deli,-112.0740511,AZ,4.0,33.4499524
trAvQPp7gps0Btk-2AmLpw,"521 W McDowell RdPhoenix, AZ 85003",Phoenix,115,Zoes Kitchen,-112.081565,AZ,3.5,33.465499
s6zzKc7UvwDRxn-BFlhiTg,"455 N 3rd StPhoenix, AZ 85004",Phoenix,4,Subway,-112.0693177,AZ,2.0,33.4527955
4WcxnNv_lzCIG2eb8O5Mlg,"1 E Jackson StPhoenix, AZ 85004",Phoenix,7,The Brickhouse,-112.073577,AZ,3.5,33.44455
gkv2XvXpFgiq4Bb2XK7YmQ,"3 S. 2nd StreetPhoenix, AZ 85004",Phoenix,93,Hard Rock Café,-112.071075886,AZ,3.0,33.4468850573
If2DUhmWIvlu2JFc_rR-Bw,"2 N Central AvePhoenix, AZ 85004",Phoenix,25,Papa Christo's,-112.074127,AZ,3.5,33.448333
xH5axHFadmc7Veutt376TA,"545 E McDowell RdPhoenix, AZ 85004",Phoenix,14,McDonald's,-112.0654701,AZ,1.5,33.4655868
Vvh2Hd4SsZjEEfKLNKAEWw,"2817 N Central AvePhoenix, AZ 85004",Phoenix,12,Subway,-112.0738063,AZ,4.0,33.4793076
sInUSy63Oh455uWs9p9OqQ,"2600 N Central AvePhoenix, AZ 85004",Phoenix,7,Central Cafe,-112.074398,AZ,4.0,33.477111
x8WoC_7WHzXNmt6J13Nbvw,"2633 N Central AvePhoenix, AZ 85004",Phoenix,4,Jordan's Mexican Food,-112.072914,AZ,2.0,33.477594
wki-Qlp3OWgH0XtZ-Jz_WQ,"1 N Central AvePhoenix, AZ 85004",Phoenix,43,Duck & Decanter,-112.072706876,AZ,4.0,33.4483756752
OoHWabV-ym7_HWlHeXTsVA,"2818 N Central AvePhoenix, AZ 85004",Phoenix,53,Best of Philly,-112.074206,AZ,3.5,33.479508
oSKT5oZX1NWYaHwOWL5lag,"2815 N Central AvePhoenix, AZ 85004",Phoenix,43,Ichi Ban Japanese Restaurant & Sushi,-112.0736133,AZ,3.5,33.4793963
QAe9UHKsxPdXQovBpaznMQ,"2601 N Central AvePhoenix, AZ 85004",Phoenix,15,Schlotzskys Deli,-112.0736968,AZ,2.5,33.476644
q1nDSpmV-FdTBNj6UuZvTg,"2824 N Central AvePhoenix, AZ 85004",Phoenix,205,Honey Bear's BBQ,-112.0742162,AZ,3.0,33.4796505
muCl5p-9ut1sY0aKeUeRhw,"1326 N Central AvePhoenix, AZ 85004",Phoenix,186,Cheuvront,-112.074725,AZ,3.5,33.463172
oCA2OZcd_Jo_ggVmUx3WVw,"101 E Jackson StPhoenix, AZ 85004",Phoenix,335,Alice Cooper'stown,-112.072117722,AZ,3.5,33.4448019849
eK6KGMKqU_4nB9RdayZD7Q,"602 E Lincoln StPhoenix, AZ 85004",Phoenix,23,Tee Pee Tap Room,-112.0657857,AZ,2.5,33.4423368
jn3OgTqiQIFymRA9U0PTfQ,"401 E Jefferson StPhoenix, AZ 85004",Phoenix,7,Arizona Baseball Club Restaurant,-112.066662,AZ,3.5,33.444799
1-1VcGTL3GyCqUpXZLFTZA,"Chase Field401 E Jefferson StPhoenix, AZ 85004",Phoenix,81,Friday's Front Row Sports Grill,-112.06625,AZ,3.5,33.445956
uaAMGh8gMoJD4nLFzNsM-A,"2 N Central AvePhoenix, AZ 85004",Phoenix,13,A Touch of Yogurt,-112.074127,AZ,4.0,33.448333
JR95uaM82xBUIZ-kQ785iA,"609 E Adams StPhoenix, AZ 85004",Phoenix,57,Bar Bianco,-112.0660026,AZ,4.5,33.4493603
odhXwWaYZvD_icIN6f_DbA,"814 N Central AvePhoenix, AZ 85004",Phoenix,81,Athenian Express,-112.0740241,AZ,3.5,33.4574932
avPNEqlXgyBvTXjb-ujQFA,"2835 N 16th St.#103Phoenix, AZ 85006",Phoenix,5,Pizza Hut,-112.0469586,AZ,2.0,33.4794961
ldIxXmxD3Cku0vODGYb9dQ,"2835 N 16th StSuite 5Phoenix, AZ 85006",Phoenix,7,Subway,-112.0469586,AZ,2.5,33.4794961
hWhVP-28LYP3llaMlAJ_JA,"2310 E McDowell RdPhoenix, AZ 85006",Phoenix,160,Rosita's Place,-112.032374,AZ,4.0,33.466442
c6sTwXAwIAgf2YQtA4ZWHg,"2140 E McDowell RdPhoenix, AZ 85006",Phoenix,23,Cash Inn Country,-112.0355262,AZ,4.0,33.4657958
ixTr1qXUFGTzyaZUuCDDvg,"737 East McDowell RoadPhoenix, AZ 85006",Phoenix,23,Whataburger,-112.063548,AZ,3.5,33.4654334
ZoQAOnEFnyHjSpomtfqesA,"2022 N 7th StPhoenix, AZ 85006",Phoenix,82,That's A Wrap,-112.0653186,AZ,4.0,33.4702022
apCfJVnRyaw6oVUBKujpUQ,"1205 E Van Buren StPhoenix, AZ 85006",Phoenix,159,La Tolteca Mexican Foods,-112.055957,AZ,4.0,33.45107
ykfTh6HI219NoMsWBxulxw,"1438 E McDowell RdPhoenix, AZ 85006",Phoenix,81,Gourmet House of Hong Kong,-112.05026,AZ,3.5,33.466043
McdTNj-TUMOlfkHwQWs4rg,"2333 N 16th StPhoenix, AZ 85006",Phoenix,3,Tacos Mexico,-112.0476524,AZ,4.5,33.4737197
ypj60fU8wsiOkMjxayBgGg,"2533 N 16th StPhoenix, AZ 85006",Phoenix,5,Dulceria Pico Rico,-112.0473583,AZ,3.5,33.4754681
tb24fvNJfHhyKEXkKn12Xw,"924 E Roosevelt StPhoenix, AZ 85006",Phoenix,266,Welcome Diner,-112.0610433,AZ,4.5,33.4588282
0VpsHbGLHDVKIKAi0ZliyQ,"1724 E McDowell RdPhoenix, AZ 85006",Phoenix,14,Karamba Nightclub,-112.0445595,AZ,3.5,33.4659055
VXIkI9_EbDbYHeO9IzKjJg,"1602 E Roosevelt RdPhoenix, AZ 85006",Phoenix,131,Los Altos Ranch Market,-112.0462108,AZ,4.5,33.4596905
VKxn7zmp8nOYT-ZHFZTjgA,"2019 N 16th StPhoenix, AZ 85006",Phoenix,19,Mariscos Ensenada,-112.04693,AZ,4.0,33.470126
Xobu8FzHN0KUm5Lw3swypA,"1347 E McDowell RdPhoenix, AZ 85006",Phoenix,61,Rainbow Donut,-112.052224,AZ,4.0,33.4654529
rbiRLiFTG098z9JaK3Nshw,"1436 E McDowell RdPhoenix, AZ 85006",Phoenix,60,Guanaquito Restaurant,-112.0506694,AZ,4.5,33.4659637
cgNIBHS2mLdbTRiodAT6EQ,"1017 N 7th StPhoenix, AZ 85006",Phoenix,70,Tacos De Juarez,-112.064755,AZ,4.0,33.459347
SZvYxcvYYVRue9MXcEDjsA,"2026 N 7th StPhoenix, AZ 85006",Phoenix,27,Coco's Family Restaurant,-112.065371,AZ,3.0,33.470783
5-X03Zc0nN7U5eoe8uFUdw,"2201 N 7th StPhoenix, AZ 85006",Phoenix,174,Coronado Cafe,-112.0650649,AZ,4.0,33.4712477
0De3TQ_uSOXwgduKL0va3w,"748 E Mcdowell RdPhoenix, AZ 85006",Phoenix,11,Sonic Drive-In,-112.063247,AZ,3.5,33.466215
R6aazv8FB-6BeanY3ag8kw,"2303 N 7th StPhoenix, AZ 85006",Phoenix,198,MacAlpine's Soda Fountain,-112.0650914,AZ,3.5,33.473125
JwjDSrMrKmHUXYqoIvTgUA,"2310 N 16th StPhoenix, AZ 85006",Phoenix,17,Royale Lounge,-112.04806,AZ,4.5,33.47322
Xo9Im4LmIhQrzJcO4R3ZbA,"907 N 14th StPhoenix, AZ 85006",Phoenix,179,Rito's Market & Mexican Take Out,-112.0520629,AZ,4.5,33.4579361
9pYBiLe3k5Gi-AJqRklXcQ,"2520 N 16th StPhoenix, AZ 85006",Phoenix,10,Realeza Michoacana,-112.0478488,AZ,4.0,33.4754163
YECRdaM6wN6eaGOYi5g8uA,"2201 E McDowell RdPhoenix, AZ 85006",Phoenix,29,Stanley's Homemade Polish Sausage,-112.033977,AZ,4.5,33.465674
NYBx4sdSVrN-I5Q8RfLMPg,"1901 E McDowell RdPhoenix, AZ 85006",Phoenix,35,San Carlos Bay Seafood Restaurant,-112.0410568,AZ,4.0,33.4655483
Cp6JGY5YIRncTV_My9nf9g,"1605 E Garfield StPhoenix, AZ 85006",Phoenix,212,Mariscos Playa Hermosa,-112.0472907,AZ,4.5,33.4575804
04HakCR6gEeRYNAoKxkppQ,"1602 E Mcdowell RdPhoenix, AZ 85006",Phoenix,5,Hacienda Restaurant,-112.047341,AZ,3.0,33.466038
ITyAEjIw9ekv0wXpGHQF1Q,"5024 E McDowell RdPhoenix, AZ 85008",Phoenix,5,Subway,-111.9725723,AZ,3.5,33.4657569
q2SZa5g85758iW1L9sSL1g,"1627 N 24th StPhoenix, AZ 85008",Phoenix,53,Eliana's Restaurant,-112.029768,AZ,4.0,33.466736
po5FyERB4lUZNnBIwnhFlg,"5002 E Mcdowell RdPhoenix, AZ 85008",Phoenix,25,Sonic Drive-In,-111.973718,AZ,3.0,33.4661343
I2IofjP2sHZUkv7pcoc33A,"3164 E McDowell RdPhoenix, AZ 85008",Phoenix,4,Burger King,-112.013243,AZ,3.5,33.466085
_RBUU1y4yJrK0SPAd8z0-w,"5104 E McDowell RdPhoenix, AZ 85008",Phoenix,148,Indian Delhi Palace,-111.9718284,AZ,3.5,33.4657562
WyJuGTwFwoN0k8iX8FsqYw,"1001 N 24th StPhoenix, AZ 85008",Phoenix,3,Jack-In-the Box Drive Thru,-112.029827,AZ,3.5,33.458744
PEHJjxdw11TGFma9Zhz3ng,"3102 E McDowell RdPhoenix, AZ 85008",Phoenix,106,Red Devil,-112.015464,AZ,3.5,33.466124
zU8IfotOLryhaz5okWx6cA,"3715 E Van Buren StPhoenix, AZ 85008",Phoenix,5,Pete's Fish & Chips,-112.001533,AZ,3.0,33.45111
h2ewvzx8enIwYhNbtIpcZw,"410 N 44th St Ste 180Phoenix, AZ 85008",Phoenix,6,Gateway Cafe,-111.99018,AZ,2.5,33.452835
xfk9eY8gmwn8qsbyd-W6lQ,"5012 E Van Buren StPhoenix, AZ 85008",Phoenix,149,Honey Bear's BBQ,-111.973603,AZ,3.0,33.4514039
_gXpjRIjb5fv5f5IVGXvsw,"1628 N 44th StPhoenix, AZ 85008",Phoenix,16,Del Taco,-111.987753,AZ,3.0,33.466688
11TvD4sCfA8GEqLDANpbSQ,"4630 E Van Buren StPhoenix, AZ 85008",Phoenix,12,Los Jarritos Restaurant,-111.9810186,AZ,3.5,33.4511467
ZAgPh4v-oOb1g6cdlkKI0g,"326 N 48th StPhoenix, AZ 85008",Phoenix,12,Phoenix House Of Pizza And Subs,-111.9786425,AZ,3.5,33.4520972
PsuvqWNmLBU8ABkch2d9vA,"668 N 44th StPhoenix, AZ 85008",Phoenix,44,COFCO Chinese Culture Center,-111.9878697,AZ,3.5,33.4552907
2unQHR9uaRxk3dsW6f3MGA,"Cofco Chinese Cultural Ctr668 N 44th StPhoenix, AZ 85008",Phoenix,48,Lao Ching Hing,-111.987786,AZ,3.0,33.455418
6gVX9y8rhF5WosQDb6yQXw,"5122 E McDowell RdPhoenix, AZ 85008",Phoenix,5,Baja Red's Cantina,-111.971069,AZ,4.0,33.466366
4rcOm0NnQkBanyS5g7TSNg,"3237 E McDowell RdPhoenix, AZ 85008",Phoenix,4,El Nuevo Taquito,-112.011862,AZ,3.5,33.4656111
s87D-mtAuJ8BluKgYYsXGw,"2831 N 24th StPhoenix, AZ 85008",Phoenix,41,El Nopalito,-112.0297946,AZ,4.0,33.4796892
yQONzVpX-DEpGSuKMIov6A,"Cofco Chinese Cultural Center668 N 44th St, Ste 108Phoenix, AZ 85008",Phoenix,150,Szechwan Palace,-111.987786,AZ,3.5,33.455418
9tefv6uPxoHhp_OlQQJVXA,"2545 N 32nd StPhoenix, AZ 85008",Phoenix,11,Canton Wong,-112.0127202,AZ,2.5,33.4767236
IgaruuknYwCr9afeDYQ_yw,"2303 N 44th StSte 8Phoenix, AZ 85008",Phoenix,31,Dirty Drummer,-111.986969,AZ,4.0,33.4729919
Um5VnQXli9IwplV2rmgggg,"2651 N 44th StPhoenix, AZ 85008",Phoenix,31,Souper Salad,-111.9864838,AZ,3.0,33.478444
_8Y-XNHmQ76xmxUQIrn0sA,"2303 N 44th StSte 16Phoenix, AZ 85008",Phoenix,7,Blimpie America's Sub Shop,-111.9862587,AZ,4.0,33.4736745
rAb_wfdKKPPbcIysjYcW4A,"2801 E Van Buren StPhoenix, AZ 85008",Phoenix,9,Pozoleria Guerrero,-112.021191,AZ,4.0,33.451004
hzUOqxpcnYYBgLlrgvjQYQ,"2547 N 44th StPhoenix, AZ 85008",Phoenix,58,Applebee's,-111.986469,AZ,2.5,33.476082
5UBAWhxukaPrc_0DalT-3w,"2601 North 44th StreetPhoenix, AZ 85008",Phoenix,8,Taco Bell,-111.986944,AZ,3.0,33.476956
jzPMl-NoB5F2fwoHX3hN8A,"4001 N Central AvePhoenix, AZ 85012",Phoenix,133,Macayo's Mexican Kitchen,-112.073346,AZ,3.0,33.492722
I4L_MJOZsnux3xCU2bLP8Q,"3003 N Central AveSte 118Phoenix, AZ 85012",Phoenix,12,Cranberry Hills Eatery & Catering,-112.0734569,AZ,3.5,33.4827511
JN2qXIuDXnV2d8WnSqd28A,"214 E Camelback RdPhoenix, AZ 85012",Phoenix,54,Streets of New York,-112.0701304,AZ,3.5,33.5095515
KIbFaBrZDX7rrYJInkv5Kg,"305 E Thomas RdPhoenix, AZ 85012",Phoenix,22,Del Taco,-112.069072,AZ,3.5,33.479778
-AAig9FG0s8gYE4f8GfowQ,"4404 N Central AvePhoenix, AZ 85012",Phoenix,400,Pane Bianco,-112.0743113,AZ,4.0,33.5006213
SfrBXbRdNB_gqPkIgJyKCg,"1331 N 7th StPhoenix, AZ 85006",Phoenix,11,Bitter Creek Cafe,-112.064401,AZ,4.0,33.463512
7Jmri1RCl9Ksmpi5EoIOZQ,"3111 N Central AveSte 110Phoenix, AZ 85012",Phoenix,23,Duck & Decanter,-112.07333,AZ,4.0,33.484705
3xEB9FyFXolq1b_Qn_BFtg,"4240 N Central AvePhoenix, AZ 85012",Phoenix,248,George & Dragon Restaurant,-112.0739754,AZ,3.5,33.4977417
SkNUbFJiJtbZjY-S_S0u7g,"50 E Camelback RdPhoenix, AZ 85012",Phoenix,75,The Good Egg - Uptown,-112.07196136,AZ,3.5,33.5096052184
20rvtW6moryYCD_2iogQ8w,"4041 N Central AvePhoenix, AZ 85012",Phoenix,4,Zoom Espresso,-112.0737118,AZ,2.5,33.4933771
VZYMInkjRJVHwXVFqeoMWg,"3215 N Central AvePhoenix, AZ 85012",Phoenix,5,Jack-In-the-Box,-112.073895,AZ,3.5,33.486194
g4Eit1EeeEGhTVik6AWYsA,"301 E Indian School RdPhoenix, AZ 85012",Phoenix,20,Wendy's,-112.0689504,AZ,1.5,33.4945855
cIwMq5KNq0ASQzoTP1dE9Q,"5101 N Central AvePhoenix, AZ 85012",Phoenix,18,Boston Market,-112.073318522,AZ,4.0,33.5107343896
OkXpdUozVS3vjSRtCoSIvw,"3110 N Central Ave Ste 107Phoenix, AZ 85012",Phoenix,9,Fusilli's,-112.0685027,AZ,2.0,33.5114334
mHbC12IspsgkbhIoX1iD7w,"132 E Camelback RoadPhoenix, AZ 85012",Phoenix,3,See's Candy Shops,-112.0710576,AZ,4.5,33.5094226
ezM-93i6eNb4LnYp3J101Q,"132 E Camelback RdPhoenix, AZ 85012",Phoenix,18,See's Candies,-112.0710576,AZ,5.0,33.5094226
cjUmPLRT43wN9Z87A9BOpg,"2 E Camelback RdPhoenix, AZ 85012",Phoenix,53,Applebee's,-112.073327447,AZ,3.0,33.5095681227
UWrB5H3G-hhiHMy3iKV2ew,"5042 N Central AvePhoenix, AZ 85012",Phoenix,75,Cheese 'n Stuff,-112.0741357,AZ,4.5,33.5102286
-3WVw1TNQbPBzaKCaQQ1AQ,"302 E Flower StPhoenix, AZ 85012",Phoenix,261,China Chili,-112.0690737,AZ,4.0,33.4859173
a5N-FJqNPOmhoTV5JkQrww,"3110 North Central Ave., #100Ste 100Phoenix, AZ 85012",Phoenix,20,Jamba Juice,-112.075116563,AZ,4.0,33.4842339783
VC0VbRhQqvXpolK3pFuZPw,"537 E Camelback RdPhoenix, AZ 85012",Phoenix,48,HB Hanratty's,-112.0658233,AZ,3.5,33.5091973
wTiQXYB9fE9rcSZDsZgbtQ,"52 East Camelback Rd.Phoenix, AZ 85012",Phoenix,67,Sweet Tomatoes,-112.071740126,AZ,3.5,33.5096666571
L19_1cG2ALVjdBQ456h26A,"4050 N Central AvePhoenix, AZ 85012",Phoenix,26,Yoshi's Restaurant,-112.074398,AZ,3.0,33.4940659
zZmhEpiVpRfFQid87-pcOQ,"5050 N Central AvePhoenix, AZ 85012",Phoenix,20,Dairy Queen,-112.0741307,AZ,3.5,33.510392
WPSM_oTPceoSnwqQWfAsdg,"3110 N Central AveSte 183Phoenix, AZ 85012",Phoenix,30,Qdoba Mexican Grill,-112.075009831,AZ,3.5,33.4833078593
5W0WLaM5gue42MQPpcB0lw,"5144 N Central AvePhoenix, AZ 85012",Phoenix,5,Katz Delicatessen & Sandwich Shop,-112.0740123,AZ,3.0,33.5127699
3UMcsN9IjoeV8JZvC4apag,"322 E Camelback RdPhoenix, AZ 85012",Phoenix,225,SunUp Brewing Co,-112.0687564,AZ,3.5,33.5094087
yaTx8l9SrM0qR3Zcdnw5rw,"3838 N Central Ave Ste P6Phoenix, AZ 85012",Phoenix,4,Le Peep Restaurant On Central,-112.075675,AZ,4.0,33.491509
dSQh1Hx2BiSrYog4ad740A,"3110 N Central AveSte 185Phoenix, AZ 85012",Phoenix,25,Starbucks,-112.069119,AZ,4.0,33.511391
kUGgkYxXxHDhD6mtpQdUNQ,"914 E Camelback RdPhoenix, AZ 85014",Phoenix,6,Domino's Pizza,-112.0608177,AZ,3.5,33.5093372
hKB8OTUVIYLlDVWqFg8lnw,"3702 N 7th StPhoenix, AZ 85014",Phoenix,12,Cruisin' 7th,-112.065403,AZ,3.0,33.490364
DeAnVirgOxQnI36V1W158A,"1516 E Thomas RdPhoenix, AZ 85014",Phoenix,106,Juan's Authentic Mexican Food,-112.0491027,AZ,4.0,33.4803943
ML1RJdeZ7bbfMrHvJ7m99A,"1008 E Camelback RdPhoenix, AZ 85014",Phoenix,288,Oregano's Pizza Bistro,-112.0601964,AZ,4.0,33.5094801
nrb_PRgJB-ZOVLD07fikJQ,"6351 N 7th StPhoenix, AZ 85014",Phoenix,4,Jack in the Box,-112.064643,AZ,3.0,33.530652
-S7aL8dVIiXjCdbTZVn8uA,"5224 N 7th StPhoenix, AZ 85014",Phoenix,18,Manhattan Pizzeria and Subshop,-112.0651937,AZ,3.0,33.513796
FltN1Hnw4n7BORXJH1kaeg,"1588 E Bethany Home RdPhoenix, AZ 85014",Phoenix,8,Mediterranean House,-112.0479298,AZ,4.0,33.5237171
AkOruz5CrCxUmXe1p_WoRg,"914 E Camelback RdPhoenix, AZ 85014",Phoenix,553,Cherryblossom Noodle Cafe,-112.0610062,AZ,4.0,33.5098142
kIvIqHvvFOc6aCutFYIvNg,"1501 E Bethany Home RdPhoenix, AZ 85014",Phoenix,11,Taco Bell,-112.049638,AZ,2.5,33.523756
3CSaqRNvYg7ZdN2zwxwzVw,"6327 N 7th StPhoenix, AZ 85014",Phoenix,69,Christo's Ristorante,-112.064704,AZ,4.0,33.529845
vaqmESluryt5i4Wbkb6KRA,"5539 N 7th StPhoenix, AZ 85014",Phoenix,52,Karsh's Bakery,-112.064846,AZ,3.5,33.5175821
_GS1R0LTwr6h8rMWY_8U9Q,"5555 N 7th StSte 100Phoenix, AZ 85014",Phoenix,31,Pomeroy's,-112.064795,AZ,3.5,33.517587
FW2Z4ll4zSOEDAJX9-wBZA,"6219 N 7th StPhoenix, AZ 85014",Phoenix,27,Great Dane's Restaurant,-112.064673,AZ,4.0,33.528137
lF1xl8uiYRSLCibhb31sew,"1560 E Osborn  RdPhoenix, AZ 85014",Phoenix,11,Plazma,-112.048763,AZ,4.0,33.487724
XcwbN5fDlyl8qCttcdDGKA,"5032 N 7th StPhoenix, AZ 85014",Phoenix,16,Rolberto's,-112.065343,AZ,3.5,33.51042
HrD4U4wvzkmpHranLW7W6g,"4119 N 7th StPhoenix, AZ 85014",Phoenix,4,Jack-In-the-Box,-112.064613,AZ,3.5,33.4954589
ShlpOxmjFOeiuSdUMVQr3A,"1528 E Bethany Home RdPhoenix, AZ 85014",Phoenix,3,Baskin-Robbins,-112.0486848,AZ,3.5,33.5237259
VlG9qxAc4d0em2djaU__xw,"6247 N 7th StPhoenix, AZ 85014",Phoenix,43,Jordan's Mexican Food,-112.0648679,AZ,3.0,33.5290164
naUFPFYH2CqHtTrV3IAJrQ,"5505 N 7th StPhoenix, AZ 85014",Phoenix,18,Crown China Super Buffet,-112.0648001,AZ,2.5,33.5167259
W8WyVVxinyRjzP8gJa7ILg,"914 E Camelback RdSte 5Phoenix, AZ 85014",Phoenix,23,Tokyo Express,-112.0608177,AZ,3.0,33.5093372
PxeX1M8WtyPxX1MuuGIh-g,"5539 N 7th StSte 108Phoenix, AZ 85014",Phoenix,155,Scott's Generations Restaurant & Delicatessen,-112.0641262,AZ,3.5,33.5184314
eT-7JjVWhRnkeY2UwXwUMw,"1028 E Indian School RdPhoenix, AZ 85014",Phoenix,10,Friends,-112.0593854,AZ,4.5,33.494843
auorqdHiATGZHVd-sd79ZQ,"5150 N 7th StPhoenix, AZ 85014",Phoenix,167,Pizza Heaven Bistro,-112.065353394,AZ,4.0,33.5124076744
lLI8ObL8aCVbkrrtAW0EHw,"5749 N 7th StPhoenix, AZ 85014",Phoenix,31,Apollo's Lounge,-112.064615,AZ,3.5,33.521758
MEraJIKYztC7IOzYwMe86g,"502 W CamelbackPhoenix, AZ 85013",Phoenix,16,Raimondo's,-112.080548,AZ,3.5,33.510317
3ZVG1MSRuvheqZ4gOioQVw,"1019 E Indian School RdPhoenix, AZ 85014",Phoenix,5,Rack Shack BBQ,-112.059748,AZ,3.0,33.4942179
FKHv7FkblONv9qqBndJUrg,"5002 N 7th StPhoenix, AZ 85014",Phoenix,43,Denny's,-112.0652288,AZ,3.0,33.5095496
7srDFwPPnzBaQoPW55Dc8Q,"4531 N 7th StPhoenix, AZ 85014",Phoenix,37,Roscoes On Seventh,-112.0645933,AZ,3.5,33.5026959
