business_id,full_address,city,review_count,name,longitude,state,stars,latitude
udZJ8YgsHdqtFDQkyPTV1Q,"4260 Ohio River BlvdBellevuePittsburgh, PA 15202",Pittsburgh,3,Arby's Roast Beef Restaurants,-80.055464,PA,3.0,40.487671
ucKQlQvOeJxETLNkpKcaSw,"560 Lincoln AveBellevueBellevue, PA 15202",Bellevue,17,Rusty Nail,-80.057381,PA,3.5,40.4966408
Rjx8GcWuCzfVsKC5iPIcQA,"3860 Chartiers AveWindgapPittsburgh, PA 15204",Pittsburgh,8,Remember When,-80.077006,PA,3.5,40.459082
ZL6DNzyenFm9Kpz6uADlNg,"6738 Reynolds StPoint BreezePittsburgh, PA 15206",Pittsburgh,46,Pino's Contemporary Italian Restaurant & Wine Bar,-79.9145,PA,2.5,40.450249
OcTG-KzDleuRub-pb6JS3Q,"1744 Chislett StMorningsidePittsburgh, PA 15206",Pittsburgh,5,Eddie's Pizza Haus,-79.9259794,PA,4.0,40.4852511
Y2p07YEC8xOsYTHWf0UxiA,"213 S Highland AveShadysidePittsburgh, PA 15206",Pittsburgh,15,Tasty Chinese Restaurant,-79.9251169,PA,3.0,40.4582511
g58NW9q4F09wTMiI7EIjmg,"420 N Highland AveEast LibertyPittsburgh, PA 15206",Pittsburgh,13,Vento's Pizza,-79.9229971,PA,3.5,40.4653904
Pu5uzlZ05pqVlx6LcZbfgw,"226 Shady AveShadysidePittsburgh, PA 15206",Pittsburgh,7,Minutello's Restaurant & Lounge,-79.922447,PA,3.0,40.458703
83_p9vIqOq1TUIf3_GD7bA,"1125 N Highland AveHighland ParkPittsburgh, PA 15206",Pittsburgh,92,Enrico's Tazza D'oro Cafe & Espresso Bar,-79.918862,PA,4.5,40.474884
Ts4xsKPU7FNPPZRj-nRjIg,"216 S Highland AveShadysidePittsburgh, PA 15206",Pittsburgh,60,Buffalo Blues,-79.9255146,PA,3.0,40.4583902
UtWJ8NGMg-3z28s0RzlUoQ,"6393 Penn AveShadysidePittsburgh, PA 15206",Pittsburgh,11,China Garden,-79.9180322,PA,3.0,40.4579265
bZcqORBnVApUA2-SEn7VEQ,"6361 Penn AveShadysidePittsburgh, PA 15206",Pittsburgh,6,McDonald's,-79.9187095,PA,2.0,40.4584723
YMEtEsUDQKOYJOcE5Fx3gQ,"5906 Bryant StHighland ParkPittsburgh, PA 15206",Pittsburgh,24,Food Glorious Food,-79.919627,PA,5.0,40.475405
ZDKi3qsO8lSSogrIdbLJKg,"5972 Baum BlvdEast LibertyPittsburgh, PA 15206",Pittsburgh,28,Shadow Lounge,-79.925241,PA,4.5,40.4605159
B9C6j80ob0f1pwi1Cnnd1Q,"217 S Highland AveShadysidePittsburgh, PA 15206",Pittsburgh,23,Pizza Parma,-79.9251182,PA,3.0,40.4582251
tvXTHj9V5sgRoeVJW_FiTg,"5700 Centre AveShadysidePittsburgh, PA 15206",Pittsburgh,12,Jimmy Tsang's Chinese Restaurant,-79.9336632,PA,3.0,40.4572607
2SwC8wqpZC4B9iFVTgYT9A,"229 S Highland AveShadysidePittsburgh, PA 15206",Pittsburgh,199,Casbah,-79.924797,PA,4.0,40.458138
PzG0XmAmtXFs6Fdnubf41g,"5430 Penn AveBloomfieldPittsburgh, PA 15206",Pittsburgh,143,Quiet Storm Vegetarian & Vegan Cafe,-79.935388,PA,4.0,40.464485
lHP5STO7aomlEQixH8m1aA,"258 S Highland AveShadysidePittsburgh, PA 15206",Pittsburgh,41,Pizza Perfectta,-79.9252056,PA,4.0,40.4572935
-iVcmhjfq79QoTWzrb6pKg,"7516 Meade StPoint BreezePittsburgh, PA 15208",Pittsburgh,60,East End Food Co-Op,-79.8954753,PA,4.5,40.4481991
l_Wey2YC6NvVUIH8vTygGg,"238 Spahr StShadysidePittsburgh, PA 15232",Pittsburgh,54,Cafe Zinho,-79.9275276,PA,4.0,40.457835
2PfavOTufsPCRdYm-bFcpw,"4600 E Carson StSouth SidePittsburgh, PA 15210",Pittsburgh,53,Page Dairy Mart,-79.9558863,PA,4.5,40.4115087
RqWF79LfzXl0PAN_hVCa2Q,"225 Brownsville RdMt. OliverPittsburgh, PA 15210",Pittsburgh,3,Kullman's Bakery,-79.987206,PA,3.5,40.415053
W7-Ybhe6JWJFXjcbmgvdyA,"243 Brownsville RdMt. OliverPittsburgh, PA 15210",Pittsburgh,3,Great Wall Chinese Food,-79.9877685,PA,3.0,40.4147064
qUeBDN0D8SC93KeAHhiL-g,"804 E Warrington AveAllentownPittsburgh, PA 15210",Pittsburgh,72,Alla Famiglia,-79.9934656,PA,4.5,40.4216159
YXuvFMtygHPFEOEXgRtgLQ,"823 E Warrington AveAllentownPittsburgh, PA 15210",Pittsburgh,5,No 1 China House,-79.992815,PA,2.5,40.4218925
LltDzuzRbAJbSrqD4JH-3A,"2158 Brownsville RdCarrickPittsburgh, PA 15210",Pittsburgh,7,Hunan Wok Chinese Takeout,-79.9866275,PA,3.0,40.3923844
VkqKyq09rDYMhFk5nElWWA,"2104 Brownsville RdCarrickPittsburgh, PA 15210",Pittsburgh,4,Bishop's Pizza,-79.986911,PA,3.0,40.393115
QIJa5h2d65Bgh82zct7c7A,"2209 Saw Mill Run BlvdOverbrookPittsburgh, PA 15210",Pittsburgh,11,Frank & Shirley's Restaurant,-79.996225,PA,4.0,40.388311
PTkChuI3GPCw-ZL1Iph76A,"2080 Saw Mill Run BlvdBrooklinePittsburgh, PA 15210",Pittsburgh,6,DiCarlo's Original Pizza,-79.9972486,PA,3.5,40.3923831
BbIh5NTizhV4Fq_mLmNkpg,"2417 Brownsville RdCarrickPittsburgh, PA 15210",Pittsburgh,3,Long John Silver's Inc,-79.98224,PA,1.5,40.387167
YRDKsBFYP7G0E8BLJKIkvA,"403 E Ohio StNorth SidePittsburgh, PA 15212",Pittsburgh,39,The Park House,-80.0013672,PA,4.0,40.4531335
IxQ1ATP_Wg_QujO9nywzcQ,"537 Suismon StNorth SidePittsburgh, PA 15212",Pittsburgh,110,Max's Allegheny Tavern,-79.999815,PA,4.0,40.455167
TyIsuojeKcTb4Acfg7xqew,"630 E Ohio StNorth SidePittsburgh, PA 15212",Pittsburgh,8,China Taste,-79.9981189,PA,4.0,40.4541341
oj8bMz76cKXQClpFTFNW9w,"539 E Ohio StNorth SidePittsburgh, PA 15212",Pittsburgh,7,North Shore Deli,-79.9992711,PA,5.0,40.4535039
L6yf7W3uvCHdLrmLmPLJ8Q,"719 E StEtnaPittsburgh, PA 15212",Pittsburgh,3,Key West,-79.9606482,PA,3.5,40.4959456
k1A8pNspBPinGDivxkuDSA,"503 Martindale StNorth SidePittsburgh, PA 15212",Pittsburgh,7,Clark Bar & Grill,-80.0088714,PA,3.5,40.4489884
-nO_qj9eP-os3baYyh8eNA,"1106 Federal StNorth SidePittsburgh, PA 15212",Pittsburgh,3,Pasta Too,-80.006512,PA,3.5,40.455833
Z7HNl4Gz00cA0_wt0S-vSw,"2110 Brighton RdNorth SidePittsburgh, PA 15212",Pittsburgh,12,BreadWorks Bakery,-80.0190648,PA,4.5,40.4621686
OjzR6hUYasFReo0vhVn0-w,"857 Phineas StNorth SidePittsburgh, PA 15212",Pittsburgh,6,Teutonia Mannerchor,-79.994957,PA,4.0,40.455167
6AnorAMPkTdSDbUkOoV1Rw,"1720 Lowrie StTroy HillPittsburgh, PA 15212",Pittsburgh,5,Billy's Troy Hill Bistro,-79.9821671,PA,3.5,40.4643755
rEKBr81s19Soh3dYj4bcGQ,"1219 Federal StNorth SidePittsburgh, PA 15212",Pittsburgh,3,Pizza Hut,-80.0070383,PA,3.5,40.4566455
q_BKmbdlYfQJroJVHfYMUQ,"500 E N AveNorth SidePittsburgh, PA 15212",Pittsburgh,71,Legends North Shore,-80.0015054,PA,4.0,40.4566092
vMCCvnDU-Iz_D_pmbcMqzA,"410 E Ohio StNorth SidePittsburgh, PA 15212",Pittsburgh,7,Peanutz,-80.0012052,PA,2.5,40.4534984
hUV4bjXE8Ijd-pDNr8S6mA,"1110 Federal StNorth SidePittsburgh, PA 15212",Pittsburgh,6,Steves New York Hotdog Shop,-80.0065429,PA,4.5,40.455929
Z101WZaISochG6g7tI2ZVw,"103 Federal StNorth SidePittsburgh, PA 15212",Pittsburgh,48,Atria's Restaurant,-80.0042395,PA,3.0,40.4480678
Eixtf79t1_ZKaC-7J2kAWg,"424 E Ohio StNorth SidePittsburgh, PA 15212",Pittsburgh,14,Pickles Pizza & Sandwich Emporium,-80.0008071,PA,3.5,40.4535915
Z0OGW8PysysRXE0dR7QxQQ,"700 N Taylor AveNorth SidePittsburgh, PA 15212",Pittsburgh,12,Wilson's Bar-B-Q,-80.014446,PA,4.0,40.456259
I9-Ei8_KYtMjbixNJSCvwA,"537 E Ohio StNorth SidePittsburgh, PA 15212",Pittsburgh,3,The Isaly Company,-79.9993338,PA,3.5,40.4534946
URGZtJhOCrbJ8-RkLvslOg,"120 Federal StNorth SidePittsburgh, PA 15212",Pittsburgh,3,Firewaters,-80.0040779,PA,3.0,40.4481509
yfuoL_w76WFVHcGJbw0IIg,"1276 Benton AveBrighton HeightsPittsburgh, PA 15212",Pittsburgh,6,Nick's Place,-80.0354937,PA,3.0,40.4846476
YUZVBdGmagwXV-yOhR-1GQ,"3853 California AveBrighton HeightsPittsburgh, PA 15212",Pittsburgh,10,Miller's Seafood House,-80.0416964,PA,2.5,40.4851129
OIL-eZX8d10jgWPLW-E7zA,"3627 California AveBrighton HeightsPittsburgh, PA 15212",Pittsburgh,9,Chubby's Pizza & Hoagies Northside,-80.0414027,PA,3.0,40.4810824
N2DwycuZl95miWf39Yskaw,"3912 Perrysville AveObservatory HillPittsburgh, PA 15214",Pittsburgh,3,Schorr Bakery,-80.018177,PA,3.5,40.489973
PSlOtPIo28BvWOzdLmRRRQ,"1439 Potomac AveDormontPittsburgh, PA 15216",Pittsburgh,12,Knossos Gyros & Sis-Kabob,-80.0350352,PA,3.0,40.3959923
7KjZ49Xrb6QWjnu5NlxzVw,"2895 W Liberty AveDormontPittsburgh, PA 15216",Pittsburgh,9,Apple Inn,-80.0342686,PA,3.5,40.3949331
uie9L4ZrCvDdkSdByOVTLQ,"299 Beverly RdMount Lebanon, PA 15216",Mount Lebanon,12,The Coffee Tree Roasters,-80.0496559,PA,3.5,40.3887221
wan0X-oHpLgGTPXqaICZCw,"1648 Broadway AveBeechviewPittsburgh, PA 15216",Pittsburgh,8,Huddle,-80.024957,PA,3.5,40.409125
QnyzlVMyx0Exri-Lay10cA,"297 Beverly RdPittsburgh, PA 15216",Pittsburgh,17,Sushi Three,-80.049448,PA,3.5,40.388562
81sqVj0xHyJXGYT0ip5fmQ,"300 Beverly RdPittsburgh, PA 15216",Pittsburgh,7,Green Garden,-80.049921,PA,2.5,40.38892
m61vZsAxmTEq3uiCjFjM8Q,"2937 W Liberty AveDormontPittsburgh, PA 15216",Pittsburgh,24,Tom's Diner,-80.0352133,PA,3.5,40.3942631
WY6FFxpa6ztwDH5OhS6WDw,"1419 Potomac AveDormontPittsburgh, PA 15216",Pittsburgh,13,Potomac Bakery,-80.0347424,PA,4.0,40.3954709
93UCt9OgWYmypZCpXtUu8g,"1473 Banksville RdBanksvillePittsburgh, PA 15216",Pittsburgh,86,Beto's Pizza & Restaurant,-80.030322,PA,3.5,40.412659
LV_OCiR9rOHVHgdhbpqw2Q,"311 Beverly RdPittsburgh, PA 15216",Pittsburgh,9,Scoops On Beverly,-80.0500275,PA,4.0,40.3885545
ORTRrw3ClZ0Ld0LgY1H_5g,"2874 W Liberty AveDormontPittsburgh, PA 15216",Pittsburgh,15,Eat'n Park Restaurant,-80.033585,PA,3.5,40.395871
9aw0t0rlACKkMaxsX0KlKA,"1691 McFarland RdPittsburgh, PA 15216",Pittsburgh,5,Dairy Queen,-80.0466445,PA,4.0,40.3958828
5Udv4CASAXB2eH66TefWPQ,"3239 W Liberty AveDormontPittsburgh, PA 15216",Pittsburgh,54,Cain's Saloon,-80.0409102,PA,4.0,40.3897336
2Igiyhi82R8_QaaPplRmCw,"1430 Potomac AveDormontPittsburgh, PA 15216",Pittsburgh,173,The Dor-Stop Restaurant,-80.0348023,PA,4.5,40.3959206
Cex2R008tMFg8R5fAtf77w,"1509 Potomac AveDormontPittsburgh, PA 15216",Pittsburgh,25,Campiti's Don Pizzeria,-80.0357966,PA,3.5,40.3966306
n7G2XFGvmS3duDJ4AzjKiQ,"1150 Banksville RdBanksvillePittsburgh, PA 15216",Pittsburgh,19,Namaste India,-80.030114,PA,2.5,40.420335
8tBfgYCI6Fz9xrSYCYCYXA,"1150 Banksville RdBanksvillePittsburgh, PA 15216",Pittsburgh,11,Maharaja Restaurant,-80.030114,PA,3.0,40.420335
Tb7hQ37UFA2QFaMwjFieQw,"1378 Banksville RdBanksvillePittsburgh, PA 15216",Pittsburgh,5,Arby's,-80.03063,PA,2.5,40.414716
qemCNgjeYGcFsRwxW9x4xw,"307 Beverly RdPittsburgh, PA 15216",Pittsburgh,55,Bado's Pizza Grill And Ale House,-80.0499034,PA,3.5,40.3886105
iudRNo5Q8W7firUBYJEqQQ,"303 Beverly RdPittsburgh, PA 15216",Pittsburgh,7,Little Nipper's Pizza,-80.049779,PA,2.5,40.3886666
2X5G4Ujq0s4Wfn4TC7gX0g,"1118 S Braddock AvePittsburgh, PA 15218",Pittsburgh,225,D's Six Pax & Dogz,-79.893834,PA,4.5,40.432022
XQ7elqSFIRogvqpiTZz-Wg,"1100 S Braddock AvePittsburgh, PA 15218",Pittsburgh,17,Dunning's Grill,-79.894243,PA,3.0,40.432599
JL5B_s1EoN4zIru4JSw4Qg,"1603 S Braddock AvePittsburgh, PA 15218",Pittsburgh,4,Taco Bell,-79.890649,PA,3.5,40.427135
D9sHwmqlNkrVxmX-057i1g,"1108 S Braddock AvePittsburgh, PA 15218",Pittsburgh,11,Katerbean,-79.89407,PA,1.5,40.4323539
IafkUjO5CiXAu9LfB4_Sgg,"1918 Monongahela AvePittsburgh, PA 15218",Pittsburgh,3,Rudy Martino Original House of Submarines,-79.890285,PA,5.0,40.421259
OS1fGOcx_Erie5gujWIFNQ,"7400 Church StSwissvale, PA 15218",Swissvale,3,China House II,-79.8893217,PA,3.5,40.422307
DzOPHyrG2XuVqKEvHCnN7w,"2122 Monongahela AvePittsburgh, PA 15218",Pittsburgh,25,Triangle Bar & Grill,-79.8879525,PA,4.5,40.4175696
nqRNOug4OMrYTTZg-qLxXA,"7520 Washington StSwissvale, PA 15218",Swissvale,5,Veltre's Pizza,-79.886521,PA,4.0,40.4209717
K8Ebs8G1rwc3DBdznHvDxg,"1703 S Braddock AvePittsburgh, PA 15218",Pittsburgh,4,Wendy's,-79.8886201,PA,3.0,40.4254343
h3la53L9-OX_HlfeAySh0Q,"Edgwd Towne CtrPittsburgh, PA 15218",Pittsburgh,12,Applebee's,-79.8886844,PA,2.5,40.4273028
1vQLTKwmcmZXtNzfKEvMmA,"2100 Greentree RdPittsburgh, PA 15220",Pittsburgh,33,Benihana,-80.070269,PA,3.5,40.392287
hhNlQWaKqGbMPoeZHoL-IQ,"2101 Greentree RdPittsburgh, PA 15220",Pittsburgh,65,Mad Mex,-80.070806,PA,3.5,40.3906976
SgQYRICpMdWCmY7wM2Cmcw,"1910 Cochran RdPittsburgh, PA 15220",Pittsburgh,21,Max & Erma's,-80.0629702,PA,2.5,40.3940168
uwiD9jxs09xxXG0by_xKuA,"1644 Cochran RdPittsburgh, PA 15220",Pittsburgh,5,Bruegger's Bagels,-80.061579,PA,3.0,40.392551
mrbfnIXD5U4pMxuZgKedOw,"1717 Cochran RdPittsburgh, PA 15220",Pittsburgh,4,Sichuan House Chinese Restaurant,-80.065824,PA,3.0,40.392484
f0eAe5PZMy_MEvxEEBYAcQ,"1717 Cochran RdPittsburgh, PA 15220",Pittsburgh,6,Starbucks,-80.065824,PA,4.5,40.392484
sNmQJQWEVGheCnw5Tf4Phg,"1900 Greentree RoadPittsburgh, PA 15220",Pittsburgh,11,Panera Bread,-80.0660407,PA,4.0,40.3939568
jrSGpWnVJy8jqgN6XSC7Nw,"1006 Greentree RdGreentreePittsburgh, PA 15220",Pittsburgh,9,Aracri's Greentree Inn,-80.045368,PA,4.0,40.416975
KZXtzoI84iI1CEcAnD7OPA,"333 Mansfield AveGreentreePittsburgh, PA 15220",Pittsburgh,34,Vincent's of Greentree,-80.0500506,PA,3.5,40.4210254
zhQzX3CxM0tdBXwGUWmxGA,"1178 Steuben StCrafton HeightsPittsburgh, PA 15220",Pittsburgh,17,Better-Maid Donut Co,-80.047466,PA,4.5,40.441776
zpNGtjBlIkDq_PLGSCPlAg,"971 Greentree RdGreentreePittsburgh, PA 15220",Pittsburgh,19,Olive Garden Italian Restaurant,-80.0456525,PA,3.5,40.4198341
ZS7-I04iDm4oRP_GJsJqrA,"978 Greentree RdGreentreePittsburgh, PA 15220",Pittsburgh,5,Boston Market,-80.045902,PA,4.0,40.418106
xSYGuHecEWP7At0HYbO5Jg,"979 Greentree RdGreentreePittsburgh, PA 15220",Pittsburgh,9,Einstein Bros Bagels,-80.045329,PA,3.0,40.418425
7ijQJV72aBrEoJCtTBCHxw,"7 Market SqDowntownPittsburgh, PA 15222",Pittsburgh,13,Starbucks,-80.0022117,PA,3.0,40.4401998
FtjvnLhh51ZBYEpKAARaFQ,"203 Federal StNorth SidePittsburgh, PA 15212",Pittsburgh,69,Soho,-80.0043186,PA,3.0,40.4483207
z4cCguoHdU48pj6sXMIzqg,"1001 Liberty AveDowntownPittsburgh, PA 15222",Pittsburgh,74,Original Fish Market,-79.994852,PA,2.5,40.4441681
sbTF0cLKZH6_BP8BLARVDg,"123 7th StDowntownPittsburgh, PA 15222",Pittsburgh,29,Bossa Nova,-80.0006057,PA,2.5,40.4439388
OxIeMVcop5oxBUWANi-1Rw,"140 6th StDowntownPittsburgh, PA 15222",Pittsburgh,132,Olive Or Twist,-80.0025539,PA,3.5,40.4429278
imzKM9-mgN1Yk_RIXx3IgA,"1901 Penn AveStrip DistrictPittsburgh, PA 15222",Pittsburgh,16,Sunseri Jimmy & Nino Co,-79.984628,PA,3.5,40.450964
IEHaU93HpEbdUO4z4bKzDw,"100 24th StStrip DistrictPittsburgh, PA 15222",Pittsburgh,18,Jo Jo's Restaurant,-79.9814643,PA,3.5,40.4540368
NeUf9FyCCIN4MEseNyqkXQ,"2 Market SqDowntownPittsburgh, PA 15222",Pittsburgh,340,Primanti Bros,-80.002585,PA,3.5,40.440287
JcP-IIrZkW_Yyv4a0yLRCw,"305 7th AveDowntownPittsburgh, PA 15222",Pittsburgh,9,Monte Cello's Downtown,-79.9973279,PA,3.0,40.4430725
4LcFKTr6Ah87VcxW2z5e6w,"608 Wood StDowntownPittsburgh, PA 15222",Pittsburgh,3,McDonald's,-79.9989518,PA,1.5,40.4422762
buVALudg30kgkDusqB3yJw,"2023 Penn AveStrip DistrictPittsburgh, PA 15222",Pittsburgh,76,Reyna Foods,-79.9834035,PA,4.5,40.4514856
wHi8ODv7TGmeUB02XoX-mA,"1904 Penn AveStrip DistrictPittsburgh, PA 15222",Pittsburgh,125,Roland's Seafood Grill,-79.9842886,PA,2.5,40.4505742
J7I85lTCEGr9-qp6AXPUjQ,"23 Market SqDowntownPittsburgh, PA 15222",Pittsburgh,46,Nicholas Coffee Co,-80.0030696,PA,4.5,40.441253
WXpi9z1bqF9raZSW8z70Ow,"133 6th StDowntownPittsburgh, PA 15222",Pittsburgh,31,Salonika Gyros,-80.0027249,PA,3.5,40.444021
j7kgLc4Uys_sb-H7_Velcg,"1001 Liberty AveDowntownPittsburgh, PA 15222",Pittsburgh,5,Brown Bag Delis,-79.994009,PA,3.0,40.444318
DhDNNHZtaBxYNSqJz64ixg,"4 Market SqDowntownPittsburgh, PA 15222",Pittsburgh,15,La Gondola Pizzeria & Restaurant,-80.0024696,PA,4.5,40.4401562
PxP19Rb88OQKiSMl2oWNsg,"130 6th StDowntownPittsburgh, PA 15222",Pittsburgh,42,Christos,-80.0027621,PA,3.0,40.4440173
9mwShpTgZofOujt4JfyGmw,"2601 Smallman StStrip DistrictPittsburgh, PA 15222",Pittsburgh,74,Spaghetti Warehouse,-79.979271,PA,2.5,40.455916
90Fqfzd8zD9AuuNBSv9lAg,"625 Liberty AveSte 180DowntownPittsburgh, PA 15222",Pittsburgh,47,Morton's The Steakhouse,-80.0007482,PA,4.0,40.4423373
shrMOQmX_SX-KualwYoAzA,"535 Smithfield StOliver BldgStrip DistrictPittsburgh, PA 15222",Pittsburgh,6,Au Bon Pain Co Inc,-79.99086,PA,2.5,40.44756
KEzIorUdFjqCuxbRxKPghA,"433 Wood StDowntownPittsburgh, PA 15222",Pittsburgh,6,Mamma Lucia Pizza,-80.0009183,PA,4.0,40.4403687
